Image,ID,Original,Manual,AI,Status
005_01_6,word_1_15_0_2_0,FREDE,FRED,FREDE,MISSED_FIX
005_01_6,word_1_15_0_2_6,drick,drick,Roderick,FALSE_POSITIVE
005_01_6,word_1_15_0_2_7,M'Kent,McKenzie,M'Kent,MISSED_FIX
005_01_6,word_1_15_0_2_14,M'Lend,McLend,M'Lend,MISSED_FIX
005_01_6,word_1_15_0_2_26,Glauwars,Glauware,Glassware,WRONG_FIX
005_01_6,word_1_18_1_0_3,wires,subscribers,wires,MISSED_FIX
005_01_6,word_1_19_0_2_10,dou,don,don,CORRECT_FIX
005_01_6,word_1_19_0_2_16,MTavish,McTavish,MTavish,MISSED_FIX
005_01_6,word_1_19_0_2_18,M'Gillivrays,McGillivrays,M'Gillivrays,MISSED_FIX
005_01_6,word_1_19_0_3_13,ay,ny,ay,MISSED_FIX
005_01_6,word_1_19_0_6_11,servitade,servitade,servitude,FALSE_POSITIVE
005_01_6,word_1_21_0_2_1,hene,here,hence,WRONG_FIX
005_01_6,word_1_21_0_2_3,barth,with,forth,WRONG_FIX
005_01_6,word_1_21_0_3_1,d,said,said,CORRECT_FIX
005_01_6,word_1_21_0_3_3,Normah,Normah,Norman,FALSE_POSITIVE
005_01_6,word_1_21_0_3_4,M'Leod,McLeod,M'Leod,MISSED_FIX
005_01_6,word_1_21_0_3_9,M'Gilli,M'cGilli-,M'Gilli,MISSED_FIX
005_01_6,word_1_21_0_4_4,MTavish,McTavish,McTavish,CORRECT_FIX
005_01_6,word_1_21_0_5_0,MSTAVISH,McTAVISH,McTAVISH,CORRECT_FIX
005_01_6,word_1_21_0_5_2,MGILLIVRAYS,McGILLIVRAYS,McGILLIVRAYS,CORRECT_FIX
005_01_6,word_1_21_0_6_2,Ist,Ist,1st,FALSE_POSITIVE
005_01_6,word_1_22_0_0_0,EORGE,EORGE,GEORGE,FALSE_POSITIVE
005_01_6,word_1_22_0_0_8,Gon,Gon,GOD,FALSE_POSITIVE
005_01_6,word_1_22_0_0_10,MA,Montreal,issued,WRONG_FIX
005_01_6,word_1_22_0_0_11,Based,based,out,WRONG_FIX
005_01_6,word_1_22_0_0_12,out,out,of,FALSE_POSITIVE
005_01_6,word_1_22_0_0_13,of,of,His,FALSE_POSITIVE
005_01_6,word_1_22_0_0_14,His,His,Majesty's,FALSE_POSITIVE
005_01_6,word_1_22_0_0_15,Majesty's,Majesty's,Court,FALSE_POSITIVE
005_01_6,word_1_22_0_0_16,Court,Court,of,FALSE_POSITIVE
005_01_6,word_1_22_0_0_17,of,of,King's,FALSE_POSITIVE
005_01_6,word_1_22_0_0_18,King,King,of,FALSE_POSITIVE
005_01_6,word_1_22_0_1_0,of,of,the,FALSE_POSITIVE
005_01_6,word_1_22_0_1_1,the,the,United,FALSE_POSITIVE
005_01_6,word_1_22_0_1_2,United,United,Kingdom,FALSE_POSITIVE
005_01_6,word_1_22_0_1_3,Kingdom,Kingdom,of,FALSE_POSITIVE
005_01_6,word_1_22_0_1_4,of,of,Great,FALSE_POSITIVE
005_01_6,word_1_22_0_1_5,Great,Great,Britain,FALSE_POSITIVE
005_01_6,word_1_22_0_1_6,Britain,Britain,and,FALSE_POSITIVE
005_01_6,word_1_22_0_1_7,and,and,Ireland,FALSE_POSITIVE
005_01_6,word_1_22_0_1_8,Ireland,Ireland,",",FALSE_POSITIVE
005_01_6,word_1_22_0_1_9,",",",",Bench,FALSE_POSITIVE
005_01_6,word_1_22_0_1_23,Beef,Beef,",",FALSE_POSITIVE
005_01_6,word_1_22_0_1_24,",",",",Pork,FALSE_POSITIVE
005_01_6,word_1_22_0_1_25,Purk,Purk,",",FALSE_POSITIVE
005_01_6,word_1_22_0_1_26,",",",",Hams,FALSE_POSITIVE
005_01_6,word_1_22_0_1_27,Hams,Hams,",",FALSE_POSITIVE
005_01_6,word_1_22_0_1_28,",",",",Tongues,FALSE_POSITIVE
005_01_6,word_1_22_0_1_29,Tongues,Tongues,",",FALSE_POSITIVE
005_01_6,word_1_22_0_1_30,",",",",&,FALSE_POSITIVE
005_01_6,word_1_22_0_1_31,&,&,c,FALSE_POSITIVE
005_01_6,word_1_22_0_1_32,c,c,.,FALSE_POSITIVE
005_01_6,word_1_23_0_0_1,Ruin,Ruin,Rum,FALSE_POSITIVE
005_01_6,word_1_23_1_3_2,of,of,cases,FALSE_POSITIVE
005_01_6,word_1_25_1_0_1,amorted,amorted,assorted,FALSE_POSITIVE
005_01_6,word_1_27_0_0_8,bur,bur,our,FALSE_POSITIVE
005_01_6,word_1_27_0_0_26,Auctio,Auctio,Auctio-,FALSE_POSITIVE
005_01_6,word_1_27_0_2_0,mada,nada,mada,MISSED_FIX
005_01_6,word_1_27_0_2_14,agine,against,against,CORRECT_FIX
005_01_6,word_1_27_0_2_24,fort,neer,fort,MISSED_FIX
005_01_6,word_1_27_0_3_11,red,red,ted,FALSE_POSITIVE
005_01_6,word_1_27_0_4_16,I,1,I,MISSED_FIX
005_01_6,word_1_27_0_5_3,firsg,firsg,first,FALSE_POSITIVE
005_01_6,word_1_27_0_6_10,remplacement,or emplacement,remplacement,MISSED_FIX
005_01_6,word_1_27_0_6_27,aforesaid,Cross,aforesaid,MISSED_FIX
005_01_6,word_1_27_0_6_32,front,Saint,front,MISSED_FIX
005_01_6,word_1_27_0_7_24,porth,south,porth,MISSED_FIX
005_01_6,word_1_27_0_8_28,Di,Di-,Di,MISSED_FIX
005_01_6,word_1_27_0_12_7,Grmly,firmly,firmly,CORRECT_FIX
005_01_6,word_1_27_0_14_12,Que,Que,Que-,FALSE_POSITIVE
005_01_6,word_1_27_0_15_8,vOR,FOR,FOR,CORRECT_FIX
005_01_6,word_1_27_0_15_12,SU-,BU-,BU-,CORRECT_FIX
005_01_6,word_1_27_0_17_0,Mass,siness,Mass,MISSED_FIX
005_01_6,word_1_27_0_17_16,ninery,ninety,ninety,CORRECT_FIX
005_01_6,word_1_27_0_18_0,ourid,our said,ourid,MISSED_FIX
005_01_6,word_1_27_0_19_14,T'es,Tes,T'es,MISSED_FIX
005_01_6,word_1_27_0_19_28,Abo,Abo-,Abo,MISSED_FIX
005_01_6,word_1_27_0_21_23,afore,afore-,afore-,CORRECT_FIX
005_01_6,word_1_27_0_22_5,tro,trusty,tru,WRONG_FIX
005_01_6,word_1_27_0_23_0,PawvOST,Provost,PREVOST,WRONG_FIX
005_01_6,word_1_27_0_24_32,des,des-,des-,CORRECT_FIX
005_01_6,word_1_27_0_25_29,sid,said,said,CORRECT_FIX
005_01_6,word_1_27_0_31_5,maid,said,maid,MISSED_FIX
005_01_6,word_1_27_0_33_5,nest,next,nest,MISSED_FIX
005_01_6,word_1_27_0_37_18,Mesars,Messrs,Messrs,CORRECT_FIX
005_01_6,word_1_27_0_38_20,Jno,Sno,Jno,MISSED_FIX
005_01_6,word_1_27_0_43_22,charge,charger,charge,MISSED_FIX
005_01_6,word_1_27_0_43_23,of,or,or,CORRECT_FIX
005_01_6,word_1_27_0_46_0,Commisary,Commisary,Commissary,FALSE_POSITIVE
005_01_6,word_1_28_0_0_2,RTLAND,RTLAND,RYLAND,FALSE_POSITIVE
005_01_6,word_1_30_0_0_12,Moutreal,Moutreal,Montreal,FALSE_POSITIVE
005_01_6,word_1_30_0_0_14,-,said,-,MISSED_FIX
005_01_6,word_1_31_0_1_0,7ANTED,ANTED,WANTED,WRONG_FIX
005_01_6,word_1_31_0_3_8,next,next.,next,MISSED_FIX
005_01_6,word_1_31_1_2_3,Inetials,Initials,Initials,CORRECT_FIX
005_01_6,word_1_32_0_0_5,1,1813,1,MISSED_FIX
005_01_6,word_1_34_0_0_6,Rehef,Relief,Relief,CORRECT_FIX
005_01_6,word_1_35_0_0_8,",",",",},FALSE_POSITIVE
005_01_6,word_1_35_0_0_9,BY,B,BY,MISSED_FIX
005_01_6,word_1_35_0_1_0,wit,to wit,wit,MISSED_FIX
005_01_6,word_1_35_0_5_7,M,M,Mc,FALSE_POSITIVE
005_01_6,word_1_35_0_5_12,Ci,Ci,Ci-,FALSE_POSITIVE
005_01_6,word_1_36_0_4_0,Des,ness,Des,MISSED_FIX
005_01_6,word_1_37_0_0_3,bar,has,bar,MISSED_FIX
005_01_6,word_1_37_0_0_9,wind,will,wind,MISSED_FIX
005_01_6,word_1_37_0_0_11,in,The,in,MISSED_FIX
005_01_6,word_1_37_0_0_12,execution,following,execution,MISSED_FIX
005_01_6,word_1_37_0_0_15,to,"land,",to,MISSED_FIX
005_01_6,word_1_37_0_0_16,the,"situate,",the,MISSED_FIX
005_01_6,word_1_37_0_0_17,said,lying,said,MISSED_FIX
005_01_6,word_1_37_0_0_18,JA,and,JA,MISSED_FIX
005_01_6,word_1_42_1_2_11,Brus,Brus-,Brus-,CORRECT_FIX
005_01_6,word_1_42_1_3_0,els,els,sels,FALSE_POSITIVE
005_01_6,word_1_42_1_3_12,Beag,Bea-,Beav-,WRONG_FIX
005_01_6,word_1_42_1_5_3,kuitting,kuitting,knitting,FALSE_POSITIVE
005_01_6,word_1_42_1_7_0,buzes,boxes,boxes,CORRECT_FIX
005_01_6,word_1_42_1_7_9,tarter,tarter,tartar,FALSE_POSITIVE
005_01_6,word_1_42_1_10_0,La,La,Ls,FALSE_POSITIVE
005_01_6,word_1_44_0_0_0,POR,FOR,FOR,CORRECT_FIX
005_01_6,word_1_44_0_0_8,Pert,Pert,"Peas street,",FALSE_POSITIVE
005_01_6,word_1_48_0_0_1,Puncheous,Puncheous,Puncheons,FALSE_POSITIVE
005_01_6,word_1_49_0_0_0,N,N,NOW,FALSE_POSITIVE
005_01_6,word_1_50_0_0_20,hhds,hands,hhds,MISSED_FIX
005_01_6,word_1_52_5_1_0,MISSING,MISSING,MISSING.,FALSE_POSITIVE
005_01_6,word_1_57_0_0_6,Henderas,Henderas,Henderson,FALSE_POSITIVE
005_01_6,word_1_57_0_0_7,Co,& Co,Co,MISSED_FIX
005_01_6,word_1_57_0_1_0,Qeber,Quebec,Quebec,CORRECT_FIX
005_01_6,word_1_57_0_2_6,RoasET,RoasET,ROBERT,FALSE_POSITIVE
005_01_6,word_1_57_0_3_10,HENDER,HENDER,HENDER-,FALSE_POSITIVE
005_01_6,word_1_57_0_4_4,Wa,Wm,WM,WRONG_FIX
005_01_6,word_1_59_0_3_3,Tous,Tons,Tons,CORRECT_FIX
005_01_6,word_1_59_0_4_4,1819,1813,1819,MISSED_FIX
005_01_6,word_1_59_0_6_0,MOORE'S,J. MOORE'S,MOORE'S,MISSED_FIX
005_01_6,word_1_59_0_6_7,Sue,Sac,Sue,MISSED_FIX
005_01_6,word_1_59_0_7_9,accomo,accomo-,accomo-,CORRECT_FIX
005_01_6,word_1_60_0_2_5,lors,lors,lots,FALSE_POSITIVE
005_01_6,word_1_60_0_5_15,thir,thir,thir-,FALSE_POSITIVE
005_01_6,word_1_60_0_7_1,Y,Y,BY,FALSE_POSITIVE
005_01_6,word_1_60_0_8_24,four,four teen,four,MISSED_FIX
005_01_6,word_1_60_0_9_14,sixteen,"sixteen,",sixteen,MISSED_FIX
005_01_6,word_1_60_0_12_5,sixth,twelve,sixth,MISSED_FIX
005_01_6,word_1_60_0_14_2,Borriadge,Borriadge,Burriadge,FALSE_POSITIVE
005_01_6,word_1_60_0_17_2,in,thirteen,in,MISSED_FIX
005_01_6,word_1_60_0_17_3,the,",",the,MISSED_FIX
005_01_6,word_1_60_0_17_4,said,"fifteen,",said,MISSED_FIX
005_01_6,word_1_60_0_17_5,Township,"sixteen,",Township,MISSED_FIX
005_01_6,word_1_60_0_17_6,of,and,of,MISSED_FIX
005_01_6,word_1_60_0_17_7,Sherrington,"nineteen,",Sherrington,MISSED_FIX
005_01_6,word_1_60_0_17_9,and,in,and,MISSED_FIX
005_01_6,word_1_60_0_17_10,lot,the,lot,MISSED_FIX
005_01_6,word_1_60_0_17_11,num-,seventh,num-,MISSED_FIX
005_01_6,word_1_60_0_18_9,said,said SAM-,said,MISSED_FIX
005_01_6,word_1_60_0_19_1,seventh,Township,seventh,MISSED_FIX
005_01_6,word_1_60_0_19_2,range,of,range,MISSED_FIX
005_01_6,word_1_60_0_19_3,of,Sherrington,of,MISSED_FIX
005_01_6,word_1_60_0_19_5,",",;,",",MISSED_FIX
005_01_6,word_1_60_0_19_6,with,and,with,MISSED_FIX
005_01_6,word_1_60_0_19_7,the,lot,the,MISSED_FIX
005_01_6,word_1_60_0_19_8,excep,numb-,excep-,WRONG_FIX
005_01_6,word_1_60_0_20_1,BURRIADOE,BURRIADOE,BURRIADGE.,FALSE_POSITIVE
005_01_6,word_1_60_0_20_3,A,L.A,A,MISSED_FIX
005_01_6,word_1_60_0_20_5,of,of,or,FALSE_POSITIVE
005_01_6,word_1_60_0_20_6,land,land,parcel,FALSE_POSITIVE
005_01_6,word_1_60_0_21_3,seven,seventeen,seven,MISSED_FIX
005_01_6,word_1_60_0_21_6,the,said,the,MISSED_FIX
005_01_6,word_1_60_0_21_7,north,seventh,north-,WRONG_FIX
005_01_6,word_1_60_0_21_13,Now,excep-,Now,MISSED_FIX
005_01_6,word_1_60_0_22_2,and,and,said,FALSE_POSITIVE
005_01_6,word_1_60_0_22_3,Sequery,Seignory,Seigniory,WRONG_FIX
005_01_6,word_1_60_0_23_2,and,or,and,MISSED_FIX
005_01_6,word_1_60_0_23_3,formerly,parcel,formerly,MISSED_FIX
005_01_6,word_1_60_0_23_5,part,situated,part,MISSED_FIX
005_01_6,word_1_60_0_23_8,do,tion,do,MISSED_FIX
005_01_6,word_1_60_0_23_9,hereby,of,hereby,MISSED_FIX
005_01_6,word_1_60_0_23_10,give,seven,give,MISSED_FIX
005_01_6,word_1_60_0_23_11,notice,acres,notice,MISSED_FIX
005_01_6,word_1_60_0_23_13,that,north,that,MISSED_FIX
005_01_6,word_1_60_0_23_15,said,easterly,said,MISSED_FIX
005_01_6,word_1_60_0_23_17,of,corner,of,MISSED_FIX
005_01_6,word_1_60_0_23_20,will,thereof,will,MISSED_FIX
005_01_6,word_1_60_0_23_21,be,.,be,MISSED_FIX
005_01_6,word_1_60_0_23_22,sold,New,sold,MISSED_FIX
005_01_6,word_1_60_0_24_19,dder,bidder,bidder,CORRECT_FIX
005_01_6,word_1_60_0_27_10,",",",in the",",",MISSED_FIX
005_01_6,word_1_60_0_30_9,he,he,be,FALSE_POSITIVE
005_01_6,word_1_60_0_32_9,harn,harn,barn,FALSE_POSITIVE
005_01_6,word_1_60_0_33_12,si,si-,si,MISSED_FIX
005_01_6,word_1_60_0_35_5,arpeut,arpent,arpent,CORRECT_FIX
005_01_6,word_1_60_0_38_13,-o-,-o-,o-,FALSE_POSITIVE
005_01_6,word_1_60_0_39_3,Mr.,Mr.,Mrs.,FALSE_POSITIVE
005_01_6,word_1_60_0_39_13,cal,cal,cal-,FALSE_POSITIVE
005_01_6,word_1_60_0_40_2,wond,wood,wood,CORRECT_FIX
005_01_6,word_1_60_0_41_12,ip,ip,in,FALSE_POSITIVE
005_01_6,word_1_60_0_43_11,Baptise,Baptise,Baptiste,FALSE_POSITIVE
005_01_6,word_1_60_0_47_13,a,a,a-,FALSE_POSITIVE
005_01_6,word_1_60_0_49_0,ut,at,at,CORRECT_FIX
005_01_6,word_1_60_1_0_3,B,B,BY,FALSE_POSITIVE
005_01_6,word_1_60_1_0_31,term,terms.,term,MISSED_FIX
005_01_6,word_1_65_0_0_6,1815,1813,1815,MISSED_FIX
005_01_6,word_1_65_0_1_0,COLTMANSHALE,COLTMANSHALE,COLTMANS & HALE,FALSE_POSITIVE
005_01_6,word_1_65_2_1_4,Igons,Igons,Irons,FALSE_POSITIVE
005_01_6,word_1_65_2_1_5,do,do,do.,FALSE_POSITIVE
005_01_6,word_1_65_2_1_6,.,.,"do,",FALSE_POSITIVE
005_01_6,word_1_66_0_0_1,Tone,Tons,Tone,MISSED_FIX
005_01_6,word_1_66_0_0_2,Liguum,Lignum,Lignum,CORRECT_FIX
005_01_6,word_1_69_0_0_0,T,T,1,FALSE_POSITIVE
005_01_6,word_1_72_0_1_11,incum,incum,incum-,FALSE_POSITIVE
005_01_6,word_1_72_0_6_4,fervitude,servitude,servitude,CORRECT_FIX
005_01_6,word_1_72_0_11_0,Y,BY,BY,CORRECT_FIX
005_01_6,word_1_72_3_0_12,in-,min-,sun-,WRONG_FIX
005_01_6,word_1_77_0_0_0,Bisued,issued,issued,CORRECT_FIX
005_01_6,word_1_77_0_0_1,our,our,out,FALSE_POSITIVE
005_01_6,word_1_77_0_0_8,Handred,Hundred,Hundred,CORRECT_FIX
005_01_6,word_1_77_0_0_10,fifiy,fifiy,fifty,FALSE_POSITIVE
005_01_6,word_1_77_0_0_11,Panchrous,Pancheons,Puncheons,WRONG_FIX
005_01_6,word_1_77_0_0_15,Vin,Vin-,Vincent,WRONG_FIX
005_01_6,word_1_78_0_4_4,decesed,decesed,deceased,FALSE_POSITIVE
005_01_6,word_1_78_0_9_3,perum,person,person,CORRECT_FIX
005_01_6,word_1_78_0_9_8,un,un,on,FALSE_POSITIVE
005_01_6,word_1_78_0_9_12,catt,catt,cant,FALSE_POSITIVE
005_01_6,word_1_78_0_10_12,o,o,o-,FALSE_POSITIVE
005_01_6,word_1_78_0_10_25,a,a,a-,FALSE_POSITIVE
005_01_6,word_1_78_0_11_10,no,no,no-,FALSE_POSITIVE
005_01_6,word_1_78_0_13_2,a,a-,a-,CORRECT_FIX
005_01_6,word_1_78_0_15_4,bae,bae,one,FALSE_POSITIVE
005_01_6,word_1_78_0_16_0,an,afin,afin,CORRECT_FIX
005_01_6,word_1_78_0_17_11,charge,charger,charge,MISSED_FIX
005_01_6,word_1_78_0_18_0,Fude,tude,tude,CORRECT_FIX
005_01_6,word_1_79_0_0_0,DY,BY,DY,MISSED_FIX
005_01_6,word_1_80_0_0_11,mea,mea-,mea,MISSED_FIX
005_01_6,word_1_80_0_3_6,Heary,Henry,Heary,MISSED_FIX
005_01_6,word_1_80_0_3_11,a,all,a,MISSED_FIX
005_01_6,word_1_80_0_4_11,sto,stone,sto,MISSED_FIX
005_01_6,word_1_82_0_0_0,3,30,3,MISSED_FIX
005_01_6,word_1_82_1_0_1,hds,hands,hds,MISSED_FIX
005_01_6,word_1_82_2_0_10,duz,doz,duz,MISSED_FIX
005_01_6,word_1_82_2_0_11,",",.,",",MISSED_FIX
005_01_6,word_1_83_0_0_9,me,some,me,MISSED_FIX
005_01_6,word_1_89_2_0_0,RDERED,RDERED,ORDERED,FALSE_POSITIVE
005_01_6,word_1_89_2_1_2,claints,claims,claims,CORRECT_FIX
005_01_6,word_1_89_2_2_4,THOMP,THOMP,THOMP-,FALSE_POSITIVE
005_01_6,word_1_89_2_3_0,sox,son,SON,WRONG_FIX
005_01_6,word_1_89_2_3_6,fyle,syle,fyle,MISSED_FIX
005_01_6,word_1_89_2_3_8,san,same,sam,WRONG_FIX
005_01_6,word_1_90_0_0_1,GRANT,GRANT,"GRANT,",FALSE_POSITIVE
005_01_6,word_1_90_0_1_0,Plainti,Plaintiff,Plaintiff.,WRONG_FIX
005_01_6,word_1_90_0_6_1,THOMPSON,THOMPSON,"THOMPSON,",FALSE_POSITIVE
005_01_6,word_1_90_0_7_5,Ci,Ci,Ci-,FALSE_POSITIVE
005_01_6,word_1_91_1_0_0,Plaintif,Plaintif,Plaintiff.,FALSE_POSITIVE
005_01_6,word_1_91_1_0_4,demands,demands,demands a-,FALSE_POSITIVE
005_01_6,word_1_91_2_0_9,sac,sac,suc-,FALSE_POSITIVE
005_01_6,word_1_91_2_2_4,GLENSY,GLENSY,GLENNY,FALSE_POSITIVE
005_01_6,word_1_91_2_2_7,fyle,syle,fyle,MISSED_FIX
005_01_6,word_1_91_2_4_0,uf,uf,of,FALSE_POSITIVE
005_01_6,word_1_91_2_5_3,arst,arst,next,FALSE_POSITIVE
005_01_6,word_1_91_2_5_6,h,h,such,FALSE_POSITIVE
005_01_6,word_1_92_0_0_0,OW,NOW,NOW,CORRECT_FIX
005_01_6,word_1_95_0_0_4,P.,P.,P. B. R.,FALSE_POSITIVE
005_01_6,word_1_97_0_0_0,da,da,do,FALSE_POSITIVE
005_01_6,word_1_98_0_0_7,Ram,Rum,Ram,MISSED_FIX
005_01_6,word_1_98_1_0_7,Covering,24 Covering,Covering,MISSED_FIX
005_01_6,word_1_98_1_0_8,Nalls,Nalls,Nails,FALSE_POSITIVE
005_01_6,word_1_98_5_0_1,Chaldrone,Chaldrone,Chaldrons,FALSE_POSITIVE
005_01_6,word_1_99_0_1_0,Mei's,mix'd,Mei's,MISSED_FIX
005_01_6,word_1_99_3_0_0,Go,60,Go,MISSED_FIX
005_01_6,word_1_99_4_1_1,Tierers,Tierces,Tierers,MISSED_FIX
005_01_6,word_1_101_0_0_9,Houshold,Household,Houshold,MISSED_FIX
005_01_6,word_1_101_0_1_0,Porniture,Furniture,Porniture,MISSED_FIX
005_01_6,word_1_101_1_0_5,rigs,Brigs,Brigs,CORRECT_FIX
005_01_6,word_1_101_1_0_6,ALLEENDE,ALLEENDE,ALEXENDE,FALSE_POSITIVE
005_01_6,word_1_101_1_0_9,→,→,-,FALSE_POSITIVE
005_01_6,word_1_101_2_0_0,&,&,5,FALSE_POSITIVE
005_01_6,word_1_101_2_0_3,Ge,Ge,G.e,FALSE_POSITIVE
005_01_6,word_1_101_3_0_4,Calicous,Calicous,Calicoes,FALSE_POSITIVE
005_01_6,word_1_102_0_1_0,GEO,GEO,GEO.,FALSE_POSITIVE
005_01_6,word_1_102_0_1_1,SYMES,SYMES,SYMES.,FALSE_POSITIVE
005_01_6,word_1_103_0_0_9,husbels,bushels,bushels,CORRECT_FIX
005_01_6,word_1_106_0_1_0,PANISH,SPANISH,SPANISH,CORRECT_FIX
005_01_6,word_1_108_0_1_0,Datto,Ditto,Ditto,CORRECT_FIX
005_01_6,word_1_111_0_0_1,Lanens,Linens,Linens,CORRECT_FIX
005_01_6,word_1_112_0_0_2,5d,5th,5d,MISSED_FIX
005_01_6,word_1_113_0_0_0,UST,JUST,JUST,CORRECT_FIX
005_01_6,word_1_113_0_0_10,th,the,the,CORRECT_FIX
005_01_6,word_1_113_0_2_1,mis't,mis't,mix't,FALSE_POSITIVE
005_01_6,word_1_113_0_2_5,comumon,common,common,CORRECT_FIX
005_01_6,word_1_113_0_3_9,i,1,a,WRONG_FIX
005_01_6,word_1_116_0_0_1,Thousan,Thousand,Thousand,CORRECT_FIX
005_01_6,word_1_116_0_0_3,fet,feet,feet,CORRECT_FIX
005_01_6,word_1_116_0_1_11,qua,qua-,qua-,CORRECT_FIX
005_01_6,word_1_117_0_1_9,med,removed,med,MISSED_FIX
005_01_6,word_1_117_0_2_4,1815,1813,1815,MISSED_FIX
005_01_6,word_1_117_0_7_10,Lon,Lon,Lon-,FALSE_POSITIVE
005_01_6,word_1_117_0_8_25,of,demand,of,MISSED_FIX
005_01_6,word_1_118_0_2_6,in,inand for the,in,MISSED_FIX
005_01_6,word_1_118_0_3_5,Mion,Mion,Mon,FALSE_POSITIVE
005_01_6,word_1_118_0_3_7,lo,also,lo,MISSED_FIX
005_01_6,word_1_118_0_3_17,mitges,mitges,mitoyens,FALSE_POSITIVE
005_01_6,word_1_118_0_5_0,Metotte,district,Metotte,MISSED_FIX
005_01_6,word_1_118_0_5_3,the,Mont-,the,MISSED_FIX
005_01_6,word_1_118_0_8_2,Loune,Loune,Louise,FALSE_POSITIVE
005_01_6,word_1_118_0_9_24,Eck,Buck-,Buck-,CORRECT_FIX
005_01_6,word_1_118_0_11_0,Erienne,Erienne,Etienne,FALSE_POSITIVE
005_01_6,word_1_118_0_11_8,Soulanget,Soulanget,Soulanges,FALSE_POSITIVE
005_01_6,word_1_118_0_11_30,five,"five,",five,MISSED_FIX
005_01_6,word_1_118_0_11_17,said,the,said,MISSED_FIX
005_01_6,word_1_118_0_11_21,is,the,is,MISSED_FIX
005_01_6,word_1_118_0_13_2,yconsin,yeoman,yeoman,CORRECT_FIX
005_01_6,word_1_118_0_13_7,bichs,biene,biens,WRONG_FIX
005_01_6,word_1_118_0_13_20,twn,twn,two,FALSE_POSITIVE
005_01_6,word_1_118_0_13_22,wety,wety,twenty,FALSE_POSITIVE
005_01_6,word_1_118_0_13_24,laut,laut,"four,",FALSE_POSITIVE
005_01_6,word_1_118_0_14_4,Turrix,Turrix,Tutrix,FALSE_POSITIVE
005_01_6,word_1_118_0_14_25,nowher,nowher,number,FALSE_POSITIVE
005_01_6,word_1_118_0_16_96,said,ship,said,MISSED_FIX
005_01_6,word_1_118_0_16_97,lands,Buckingham,lands,MISSED_FIX
005_01_6,word_1_118_0_16_54,hereby,now,hereby,MISSED_FIX
005_01_6,word_1_118_0_16_102,sold,I,sold,MISSED_FIX
005_01_6,word_1_118_0_16_19,of,do,of,MISSED_FIX
005_01_6,word_1_118_0_16_20,lots,hereby,lots,MISSED_FIX
005_01_6,word_1_118_0_16_21,in,give,in,MISSED_FIX
005_01_6,word_1_118_0_16_23,said,that,said,MISSED_FIX
005_01_6,word_1_118_0_16_24,Town,the,Town,MISSED_FIX
005_01_6,word_1_118_0_16_25,Fogland,acquired,Fogland,MISSED_FIX
005_01_6,word_1_118_0_16_69,at,attested,at,MISSED_FIX
005_01_6,word_1_118_0_16_38,Loodan,n,London,WRONG_FIX
005_01_6,word_1_118_0_16_39,particular,a,particular,MISSED_FIX
005_01_6,word_1_118_0_16_41,London,Port,London,MISSED_FIX
005_01_6,word_1_118_0_16_46,and,above,and,MISSED_FIX
005_01_6,word_1_118_0_18_23,me,those,me,MISSED_FIX
005_01_6,word_1_118_0_18_41,Cogniae,Cogniac,Cogniac,CORRECT_FIX
005_01_6,word_1_118_0_19_13,",",",on",",",MISSED_FIX
005_01_6,word_1_118_0_21_11,te,cote,te,MISSED_FIX
005_01_6,word_1_118_0_22_3,Moyrau,Moyrau,Noyeau,FALSE_POSITIVE
005_01_6,word_1_118_0_22_4,",",.,",",MISSED_FIX
005_01_6,word_1_118_0_26_12,W.,will,W.,MISSED_FIX
005_01_6,word_1_118_0_31_29,of,of,or,FALSE_POSITIVE
005_01_6,word_1_118_0_31_33,Subs,Subs-,Sub-,WRONG_FIX
005_01_6,word_1_118_0_31_43,diber,dinner,dinner,CORRECT_FIX
005_01_6,word_1_118_0_31_55,Cam,Cam,Cam-,FALSE_POSITIVE
005_01_6,word_1_118_0_31_56,to,or,to,MISSED_FIX
005_01_6,word_1_118_0_32_19,afis,afis,afin,FALSE_POSITIVE
005_01_6,word_1_118_0_32_20,faller,faller,d'annuller,FALSE_POSITIVE
005_01_6,word_1_118_0_33_2,there,there,thereon,FALSE_POSITIVE
005_01_6,word_1_118_0_36_13,ac,ac,ac-,FALSE_POSITIVE
005_01_6,word_1_118_0_37_12,af,af,afin,FALSE_POSITIVE
005_01_6,word_1_118_0_39_13,Sherif,Sherif,Sheriff,FALSE_POSITIVE
005_01_6,word_1_118_0_40_10,aching,approaching,aching,MISSED_FIX
005_01_6,word_1_118_0_44_0,d,d,—,FALSE_POSITIVE
005_01_6,word_1_119_0_1_0,THO,THOs,THOs.,WRONG_FIX
005_01_6,word_1_120_0_1_0,NOFFICE,NOTICE,NOTICE.,WRONG_FIX
005_01_6,word_1_121_0_1_3,Florente,Florente,Florence,FALSE_POSITIVE
005_01_6,word_1_121_0_2_7,54,5,54,MISSED_FIX
005_01_6,word_1_121_0_2_10,gallous,gallons,gallons,CORRECT_FIX
005_01_6,word_1_122_0_0_0,cibers,cribers,scribers,WRONG_FIX
005_01_6,word_1_122_0_0_16,morts,morts,sorts,FALSE_POSITIVE
005_01_6,word_1_122_0_0_18,Shor,Shor,Shot,FALSE_POSITIVE
005_01_6,word_1_124_1_0_3,Wimes,Wimes,Wines,FALSE_POSITIVE
